PMCID	Field	Value_A_Human	Value_B_Copilot	Rank	Comment	Timestamp
PMC7035778	optimization/parameters	"Hyperparameters were tuned via grid search using the Hyperopt package (v0.1.2).
RMSE on the validation set guided the search for optimal hyperparameter combinations.

Following parameters and their associated range were reported by the authors.
Activation function = Tanh, ELU, LeakyReLU, ReLU, PReLU, SELU
Steps of message passing = 2–6 
Graph embedding size = 32–512 
Dropout rate = 0.0–0.4 
Layers of fully connected network = 1–3"	"In our study, we optimized several hyperparameters to enhance the performance of our models. These hyperparameters included the activation function, steps of message passing, graph embedding size, dropout rate, and the number of layers in the fully connected network. The specific ranges and intervals for these hyperparameters were defined to ensure a comprehensive search space.

The activation function choices included Tanh, ELU, LeakyReLU, ReLU, PReLU, and SELU. The steps of message passing ranged from 2 to 6, with an interval of 1. The graph embedding size varied from 32 to 512, with an interval of 32. The dropout rate spanned from 0.0 to 0.4, with an interval of 0.05. The number of layers in the fully connected network ranged from 1 to 3, with an interval of 1.

A grid search algorithm, implemented using the Hyperopt package version 0.1.2, was employed to adjust these hyperparameters. The search space was thoroughly explored to find the most suitable combination of hyperparameters. For the lipophilicity-QSPR task, one of the best combinations of hyperparameters identified was {'activation': 'ReLU', 'depth': 4, 'dropout': 0.25, 'layers of fully connected networks': 2, 'hidden size': 384}.

This combination was then used to test the final performance of all message passing neural network models, including MPN, SAMPN, Multi-MPN, and Multi-SAMPN, using tenfold stratified cross-validation on the entire dataset. The selection of these hyperparameters was crucial in achieving robust and accurate predictions for the properties of interest."	Tie_High		2026-02-10T10:09:14.041563
PMC7035778	optimization/features	"Following features for nodes and edges were reported by the authors:

Attribute | Description | Dimension 
**Node** 
Atom type  | All currently known chemical elements | 118       
Degree | Number of heavy atom neighbors  | 6         
Formal charge  | Charge assigned to an atom (-2, -1, 0, 1, 2) | 5         
Chirality label | R, S, unspecified, and unrecognized type of chirality | 4         
Hybridization | sp, sp2, sp3, sp3d, or sp3d2 | 5         
Aromaticity | Aromatic atom or not | 1         

**Edge** 
Bond type | Single, double, triple, or aromatic | 4         
Ring | Whether the bond is in a ring | 1         
Bond stereo | Nature of the bond’s stereochemistry (none, any, Z, E, cis, or trans) | 6         "	"In our study, the input features for our models were derived directly from the molecular structures represented in SMILES format. Each molecule was converted into a directed graph, where atoms correspond to nodes and chemical bonds to edges. This approach allowed us to utilize the inherent structural information of the molecules without relying on manually selected features.

The number of features, in this case, is dynamic and depends on the molecular structure. Specifically, the number of nodes in the graph is equal to the number of atoms in the molecule, and the number of edges is double the number of bonds, considering edges as bidirectional.

Feature selection, in the traditional sense, was not performed. Instead, we used the entire molecular graph as input, capturing all relevant structural information. This method ensures that no important features are inadvertently excluded, providing a comprehensive representation of each molecule.

The preprocessing steps, including the conversion of SMILES to directed graphs, were applied uniformly to the entire dataset. This process ensures that the models are trained and validated on consistent and complete feature sets, maintaining the integrity of the structural information across all molecules."	B_Better		2026-02-10T10:11:02.338930
PMC7035778	optimization/fitting	The used dataset is fairly small, considering that ANN is used as the model algorithm and it easily overfit on small datasets. Authors adopted a 10-fold cross validation strategy to improve generalization.	"In our study, we employed several strategies to ensure that our models were neither overfitting nor underfitting the data. Overfitting is a common concern when the number of parameters in a model is much larger than the number of training points, but we mitigated this risk through several techniques.

Firstly, we used a grid search algorithm with the Hyperopt package to optimize the hyperparameters of our models. This process involved systematically working through multiple combinations of hyperparameter values to find the best configuration. By doing so, we ensured that our models were not overly complex and that they generalized well to unseen data.

Secondly, we implemented a self-attention mechanism in our message passing neural network (SAMPN) models. This mechanism helps the model to focus on the most relevant parts of the molecular structure, thereby reducing the risk of overfitting by not relying on every single parameter equally.

Additionally, we utilized tenfold stratified cross-validation on the entire dataset. This technique involves dividing the data into ten subsets, training the model on nine subsets, and validating it on the remaining subset. This process is repeated ten times, with each subset serving as the validation set once. Cross-validation helps to ensure that the model's performance is consistent across different subsets of the data, reducing the likelihood of overfitting.

To address underfitting, we ensured that our models had sufficient capacity to learn the underlying patterns in the data. This was achieved by carefully selecting the architecture of our neural networks, including the number of layers and the size of the hidden layers. We also used the Adam optimizer with an appropriate learning rate schedule, which helped the models to converge to a good solution without getting stuck in local minima.

Furthermore, we compared our models with a baseline random forest model, which is known for its robustness and high prediction accuracy in structure-property relationship research. The fact that our models outperformed the random forest model indicates that they were not underfitting the data.

In summary, through hyperparameter optimization, the use of self-attention mechanisms, cross-validation, and careful selection of model architecture, we ensured that our models were neither overfitting nor underfitting the data."	B_Better		2026-02-10T10:11:31.156070
PMC7035778	optimization/regularization	Authors adopted a 10-fold cross validation strategy to improve generalization.	"In our study, we employed several techniques to prevent overfitting and ensure the robustness of our models. One of the key methods used was dropout, which is a regularization technique that helps to prevent overfitting by randomly setting a fraction of input units to zero at each update during training time. This forces the network to learn redundant representations and prevents it from becoming too reliant on any single neuron. In our best-performing models, we used a dropout rate of 0.25.

Additionally, we utilized tenfold stratified cross-validation. This technique involves splitting the dataset into ten subsets, training the model on nine of them, and validating it on the remaining one. This process is repeated ten times, with each subset serving as the validation set once. This approach ensures that the model generalizes well to new, unseen data and does not simply memorize the training set.

Furthermore, we repeated all experiments three times with different random seeds. This step helps to ensure that the results are not dependent on a particular random initialization and provides a more reliable estimate of the model's performance.

By combining these techniques, we aimed to build models that are not only accurate but also robust and capable of generalizing to new molecular structures."	B_Better		2026-02-10T10:12:53.936710
PMC7035778	optimization/config	All data sets and code are available at GitHub: https://github.com/tbwxmu/ SAMPN.	"The hyper-parameter configurations and optimization schedule used in our study are reported in detail. Specifically, we utilized a grid search algorithm with the Hyperopt package version 0.1.2 to optimize the hyper-parameters. The search space and the best combination of hyper-parameters for the lipophilicity-QSPR task are provided. For instance, one of the best combinations included the ReLU activation function, a depth of 4, a dropout rate of 0.25, 2 layers of fully connected networks, and a hidden size of 384.

The model files and optimization parameters are not explicitly mentioned as being available for download. However, the code for the MPN encoder was adapted from Deepchem and Chemprop, and both the MPN encoder and self-attention mechanism were implemented with Python and Pytorch version 1.0. The random forest model was implemented in Python 3.6.3 with the Scikit-learn package version 0.21.2.

Regarding the availability and licensing of the code and models, specific details are not provided. However, it is mentioned that the scripts for the detailed calculation process are available in a Github repository. This suggests that the code and possibly the model files are accessible, but the exact licensing terms are not specified. For more information, one would need to refer to the Github repository mentioned in the study."	A_Better	url not extarcted despie good coilto answer	2026-02-10T10:13:37.928302
PMC7035778	model/interpretability	The attention mechanism of the model indicates the degree to which each atom of the molecule contributes to the property of interest, and these results are visualized. Hence, it is interpretable.	"The model we developed, the self-attention-based message-passing neural network (SAMPN), is designed to be more interpretable than traditional black-box models. Unlike many neural network models that act as black boxes, making it difficult to understand how predictions are made, SAMPN incorporates an attention mechanism that highlights the importance of different parts of a molecule in determining its properties.

This attention mechanism allows us to visualize which atoms or substructures within a molecule contribute most significantly to its lipophilicity or aqueous solubility. By assigning attention weight scores to each atom, we can identify which parts of the molecule are crucial for the property of interest. These attention weight coefficients are particularly useful for gaining insights into how specific molecular features enhance or diminish the target property.

For example, in the case of 1H-indazole, the model can indicate that the nitrogen-containing section of the molecule has strong anti-lipophilic properties. This information can guide chemists in modifying the molecule to potentially increase its lipophilicity. Similarly, for a molecule with a primary amine group, the model can show that this group contributes to the molecule's solubility due to its ability to form hydrogen bonds with water molecules.

The visualization of these attention scores on molecular graphs, using heat maps, makes it easy to see which parts of a molecule play a more important role in its properties. This interpretability is a significant advantage, as it allows chemists to optimize molecular properties directly from the chemical structures, providing a clearer understanding of the underlying mechanisms driving the predictions."	Tie_High		2026-02-10T10:13:59.923161
PMC7035778	model/output	It is a regressor model.	"The model is a regression model. It is designed to predict continuous properties of molecules, specifically lipophilicity and aqueous solubility. These properties are quantified using logarithmic scales (logP for lipophilicity and logS for solubility), which are continuous values. The model uses various metrics to evaluate its performance, such as root mean squared error (RMSE), mean absolute error (MAE), and mean squared error (MSE), all of which are relevant for regression tasks. Additionally, the model's performance is compared using these metrics, indicating that it is indeed a regression model aimed at predicting numerical values rather than classifying data into discrete categories.

The model employs a self-attention-based message-passing neural network (SAMPN) and its variants, which are trained to learn the relationships between molecular structures and their properties. The use of metrics like RMSE and MAE further confirms that the model's output is a continuous value, making it a regression model."	Tie_High		2026-02-10T10:14:41.201225
PMC7035778	model/duration	No	Not enough information is available.	Tie_High		2026-02-10T10:14:45.729204
PMC7035778	model/availability	All data sets and code are available at GitHub: https://github.com/tbwxmu/ SAMPN.	The source code for the models and the prepared datasets used in this study is publicly available. It can be accessed via the SAMPN GitHub repository. This repository contains all the necessary code to implement and run the self-attention-based message-passing neural network (SAMPN) models described in the paper. The repository also includes the datasets used for developing and testing the methods, specifically for molecular lipophilicity and aqueous solubility predictions. The code and datasets are provided under a license that allows for their use and modification, facilitating further research and applications in quantitative structure–property relationship studies.	A_Better	no url yet again by copilot	2026-02-10T10:15:06.591080
PMC7035778	evaluation/method	The model was evaluated through a 10-fold cross-validation that uses 10% of the data as the test set.	"The evaluation of our models involved several key steps and metrics to ensure robust and generalizable performance. We employed multiple metrics to assess the models' predictive performance, including mean absolute error (MAE), root mean squared error (RMSE), mean squared error (MSE), coefficient of determination (R²), and Pearson correlation coefficient (PC). Lower values of MAE, MSE, and RMSE indicate better predictive performance, while higher values of PC and R² signify better model fits.

Given the relatively small size of our datasets compared to typical deep learning requirements, we utilized tenfold stratified cross-validation. This process involved randomly splitting each dataset into training (80%), validation (10%), and test (10%) sets. We repeated all experiments three times with different random seeds to ensure that the models could generalize to new molecules rather than merely memorizing the training data.

For hyperparameter optimization, we used a grid search algorithm with the Hyperopt package. The search space included various hyperparameters such as activation functions, steps of message passing, graph embedding size, dropout rate, and layers of fully connected networks. We chose RMSE on the validation set as the metric to identify the most suitable combination of hyperparameters.

In the lipophilicity-QSPR task, one of the best combinations of hyperparameters was found to be {'activation': 'ReLU', 'depth': 4, 'dropout': 0.25, 'layers of fully connected networks': 2, 'hidden size': 384}. All message passing neural network models (MPN, SAMPN, Multi-MPN, and Multi-SAMPN) utilized these hyperparameters for final performance testing using tenfold stratified cross-validation on the entire dataset.

To compare our self-attention-based message-passing neural network (SAMPN) with traditional machine learning methods, we also implemented a random forest (RF) model. The RF model used extended-connectivity fingerprints (ECFP) with a fixed length of 1024 and was implemented using the Scikit-learn package in Python. We set the number of trees to 500 to balance performance and computational efficiency.

The results demonstrated that our SAMPN model outperformed both the traditional RF model and previous deep-learning models, such as Deepchem's MPN. The inclusion of the self-attention mechanism and the use of multi-target models further improved performance, indicating that these enhancements are effective in predicting lipophilicity and solubility."	B_Better		2026-02-10T10:15:51.529418
PMC7035778	evaluation/measure	"Multiple metrics were used to evaluate the performance of the model: mean absolute error (MAE), root mean squared error (RMSE), mean squared error (MSE),
coefcient of determination (R2) and Pearson correlation coefcient (PC)."	"In our study, we employed a comprehensive set of performance metrics to evaluate the effectiveness of our models. These metrics include mean absolute error (MAE), root mean squared error (RMSE), mean squared error (MSE), coefficient of determination (R²), and Pearson correlation coefficient (PC). These metrics provide a thorough assessment of model performance.

Lower values of MAE, MSE, and RMSE indicate better predictive performance, as they measure the average magnitude of errors in a set of predictions, without considering their direction. Conversely, higher values for PC and R² signify better model performance or better fits for the data, as they assess the correlation and the proportion of variance explained by the model, respectively.

The inclusion of multiple metrics ensures a rich benchmark for future studies, allowing for a more nuanced comparison of model performance. This approach is representative of current practices in the field, where a combination of error metrics and correlation measures is commonly used to evaluate predictive models. By reporting these metrics, we aim to provide a clear and comprehensive understanding of our models' strengths and areas for improvement."	Tie_High		2026-02-10T10:16:04.238792
PMC7035778	evaluation/comparison	In each task, authors built RF, MPN, SAMPN, multiMPN and multi-SAMPN models to explore the relationship between the target property and the molecular structure. 	"In our study, we conducted a comprehensive comparison of our self-attention-based message-passing neural network (SAMPN) with various methods to evaluate its performance. We compared SAMPN with traditional machine learning methods, specifically using a random forest (RF) model as a baseline. The RF model is widely recognized for its robustness, ease of use, and high prediction accuracy in structure–property relationship research. We implemented the RF model using the Scikit-learn package in Python, with extended-connectivity fingerprints (ECFP) of a fixed length of 1024 as features. We set the number of trees to 500, which provided a good balance between performance and computational efficiency.

Additionally, we built a pure message-passing neural network (MPN) model to establish a baseline without the self-attention mechanism. This allowed us to isolate the impact of the self-attention component in our SAMPN model. All configurations, except for the self-attention mechanism, were kept the same between the MPN and SAMPN models.

To further evaluate the effectiveness of our approach, we compared single-task and multi-target deep learning networks. We developed multi-MPN and multi-SAMPN models that used a merged molecule dataset from ‘Lipophilicity’ and ‘Water Solubility’. This comparison helped us understand the benefits of multi-target models in leveraging shared features between different properties.

We also compared our models with the MPN version from Deepchem, a popular deep learning library for cheminformatics. This comparison was performed on the same datasets and using the same stratified cross-validation protocol to ensure fairness. The results showed that our SAMPN model outperformed both the traditional RF model and the Deepchem MPN model in predicting lipophilicity and solubility.

In summary, our evaluation included comparisons with traditional machine learning baselines, simpler neural network baselines, and publicly available deep learning methods on benchmark datasets. This thorough comparison demonstrated the superior performance and interpretability of our SAMPN model."	B_Better		2026-02-10T10:16:26.513784
PMC7035778	evaluation/confidence	Standard deviations are reported for each of the used metrics.	"The evaluation of our models involved multiple metrics, including mean absolute error (MAE), root mean squared error (RMSE), mean squared error (MSE), coefficient of determination (R²), and Pearson correlation coefficient (PC). These metrics provide a comprehensive assessment of model performance. Importantly, the reported values for RMSE, which was used as the primary metric for hyperparameter optimization, include confidence intervals. For instance, in the lipophilicity prediction task, the RMSE for the SAMPN model is reported as 0.579 ± 0.036, and for the Multi-SAMPN model, it is 0.571 ± 0.032. These intervals indicate the variability and reliability of the performance estimates.

To ensure the robustness of our findings, we employed tenfold stratified cross-validation. This method involves randomly splitting the dataset into training, validation, and test sets multiple times with different random seeds. This process helps to ensure that the models do not overfit to the training data and can generalize well to new, unseen molecules. The use of cross-validation, along with the reported confidence intervals, provides a strong basis for claiming that our models, particularly the SAMPN and Multi-SAMPN, offer superior performance compared to traditional machine learning methods and previous deep-learning models.

Statistical significance is further supported by the consistent performance improvements observed across different metrics and tasks. For example, in both lipophilicity and solubility predictions, the SAMPN and Multi-SAMPN models outperformed the MPN and Multi-MPN models, respectively. This consistency suggests that the self-attention mechanism and multi-target approach contribute significantly to the models' predictive power. Additionally, the comparison with the random forest model, a widely regarded ""gold standard"" in structure–property relationship research, further validates the superiority of our methods. The random forest model's performance was notably lower in both tasks, reinforcing the claim that our models provide a more accurate and reliable prediction of chemical properties."	B_Better		2026-02-10T10:16:43.389120
PMC7035778	evaluation/availability	All data sets and code are available at GitHub: https://github.com/tbwxmu/ SAMPN.	The raw evaluation files are not directly available for download. However, the scripts detailing the calculation process are accessible in our GitHub repository. This allows researchers to replicate the evaluation process and verify the results presented in the study. The repository provides a transparent and reproducible way to understand how the models were evaluated, ensuring that the methods and findings can be independently validated.	A_Better		2026-02-10T10:16:55.267489
PMC7212484	publication/title	SPOT-Disorder2: Improved Protein Intrinsic Disorder Prediction by Ensembled Deep Learning.	SPOT-Disorder2: Improved Protein Intrinsic Disorder Prediction by Ensembled Deep Learning.	Tie_High		2026-02-10T10:16:59.292377
PMC7212484	publication/authors	Hanson J, Paliwal KK, Litfin T, Zhou Y.	Hanson Jack, Paliwal Kuldip K, Litfin Thomas, Zhou Yaoqi	Tie_High		2026-02-10T10:17:02.786867
PMC7212484	publication/journal	Genomics, proteomics & bioinformatics	Genomics, proteomics & bioinformatics	Tie_High		2026-02-10T10:17:05.099912
PMC7212484	publication/year	2019	2019	Tie_High		2026-02-10T10:17:08.453141
PMC7212484	publication/doi	10.1016/j.gpb.2019.01.004	10.1016/j.gpb.2019.01.004	Tie_High		2026-02-10T10:17:24.969860
PMC7212484	publication/tags	Critical Assessment of Protein Intrinsic Disorder, CAID	"- Intrinsic disorder
- Molecular recognition feature
- Machine learning
- Deep learning
- Protein structure
- Protein intrinsic disorder prediction
- Ensembled deep learning
- Protein disorder prediction
- Computational biology
- Bioinformatics"	B_Better		2026-02-10T10:17:27.903007
PMC7212484	dataset/provenance	"They obtained 4229 non-redundant, high-resolution protein sequences from the Protein Data Bank (PDB) and Database of Protein Disorder (DisProt). These include 4157 X-ray crystallography structures (deposited to the PDB prior to August 05, 2003) and 72 fully-disordered proteins from DisProt v5.0. 
For testing, they obtained three independent test datasets (SL250, Mobi9414, and DisProt228) . They removed long proteins (>700 residues) in these sets, and homologous proteins from the training set. "	"The datasets used in these experiments were obtained from previous disorder prediction publications. We gathered 4229 non-redundant, high-resolution protein sequences from the Protein Data Bank (PDB) and the Database of Protein Disorder (DisProt). These sequences include 4157 X-ray crystallography structures deposited in the PDB prior to August 05, 2003, and 72 fully-disordered proteins from DisProt v5.0. These chains were randomly split into a training set of 2700 chains, a validation set of 300 chains, and a testing set of 1229 chains. Sequence similarity among these proteins is less than 25% according to BLASTClust. To ensure compatibility with SPOT-1D, which is not trained for proteins longer than 700 amino acid residues, we removed all proteins exceeding this length from all datasets. This adjustment resulted in training, validation, and test sets containing 2615, 293, and 1185 proteins, respectively. For convenience, we labeled this test set as Test1185.

Additionally, we obtained three independent test datasets (SL250, Mobi9414, and DisProt228) for a fair comparison against other methods. These datasets were subsets from established sets (SL477, MobiDB, and DisProt Complement, respectively), after removing long proteins (>700 residues) and homologous proteins in our training dataset (25% sequence identity cutoff with BLASTClust). The proteins in DisProt228 are newly-annotated proteins deposited in the DisProt database v7.0. The proteins in SL477 with unknown residue types were also removed. The annotations in Mobi9414 include direct labels from the DisProt database, inferred labels from the PDB, and predicted labels from a large ensemble of disorder predictors. Predicted labels in MobiDB were not utilized due to their potential inaccuracy. Residues listed as ‘conflicting’ labels in MobiDB were omitted for performance analysis. Because some predictors employed MobiDB as part of their training set, we also created a reduced subset of Mobi9414, called Mobi4730, for independent testing of all methods compared. Mobi4730 was obtained by clustering Mobi9414 against the largest disorder training dataset for NetSurfP-2.0 at a sequence similarity of 25% by BLASTClust."	Tie_High		2026-02-10T10:19:30.447465
PMC7212484	dataset/splits	"The data is randomly split into a training set (Training) of 2700 chains, a validation set (Validation) of 300 chains, and a testing set (Test) of 1229 chains. Sequence similarity among these proteins is <25% according to BLASTClust . They remove all proteins of length >700 from all datasets. This reduces our training, validation, and test sets to 2615, 293, and 1185 proteins, respectively. For convenience, they will label this test set as Test1185.
For test set, they obtained three independent test datasets (SL250, Mobi9414, and DisProt228) . They removed long proteins (>700 residues) in these sets, and homologous proteins from the training set. "	"The dataset used in these experiments was divided into four main splits: a training set, a validation set, a testing set, and three independent test datasets.

The primary splits consist of:

* Training set: 2615 proteins
* Validation set: 293 proteins
* Testing set: 1185 proteins

The testing set is also referred to as Test1185.

Additionally, three independent test datasets were obtained for fair comparison against other methods. These datasets are:

* SL250: 250 proteins
* Mobi9414: 9414 proteins
* DisProt228: 228 proteins

The proteins in these datasets were selected to ensure sequence similarity among them is less than 25%. Proteins longer than 700 amino acid residues were removed from all datasets. The Mobi9414 dataset was further reduced to create Mobi4730, which excludes proteins with sequence similarity greater than 25% to the largest disorder training dataset for NetSurfP-2.0. This reduction was done to ensure independent testing for all compared methods."	Tie_High		2026-02-10T10:19:49.242450
PMC7212484	dataset/redundancy	Data is non redundant. The sequence similarity in the entire dataset is less than 25%. 	"The datasets used in these experiments were obtained from previous disorder prediction publications. A total of 4229 non-redundant, high-resolution protein sequences were gathered from the Protein Data Bank (PDB) and the Database of Protein Disorder (DisProt). These sequences included 4157 X-ray crystallography structures and 72 fully-disordered proteins. The sequences were randomly split into three sets: a training set of 2700 chains, a validation set of 300 chains, and a testing set of 1229 chains. Sequence similarity among these proteins was ensured to be less than 25% using BLASTClust.

To ensure the independence of the training and test sets, proteins longer than 700 amino acid residues were removed from all datasets. This adjustment reduced the training, validation, and test sets to 2615, 293, and 1185 proteins, respectively. The test set, labeled as Test1185, was used for evaluating the performance of the disorder predictor.

Additionally, three independent test datasets (SL250, Mobi9414, and DisProt228) were obtained for fair comparison against other methods. These datasets were subsets of established sets (SL477, MobiDB, and DisProt Complement) after removing long proteins and homologous proteins present in the training dataset. The proteins in DisProt228 were newly-annotated proteins from the DisProt database v7.0. The proteins in SL477 with unknown residue types were also removed. The annotations in Mobi9414 included direct labels from the DisProt database, inferred labels from the PDB, and predicted labels from a large ensemble of disorder predictors. Predicted labels in MobiDB were not utilized due to potential inaccuracy. Residues listed as ‘conflicting’ labels in MobiDB were omitted for performance analysis.

To further ensure independence, a reduced subset of Mobi9414, called Mobi4730, was created for independent testing. This subset was obtained by clustering Mobi9414 against the largest disorder training dataset for NetSurfP-2.0 at a sequence similarity of 25% using BLASTClust. This approach ensured that the training and test sets were independent and that the performance evaluation was fair and unbiased."	B_Better		2026-02-10T10:20:03.051378
PMC7212484	dataset/availability	Details are provided in the paper. 	"The datasets used in these experiments were obtained from previous disorder prediction publications. These include 4229 non-redundant, high-resolution protein sequences from the Protein Data Bank (PDB) and Database of Protein Disorder (DisProt). The sequences were split into a training set of 2615 chains, a validation set of 293 chains, and a testing set of 1185 chains, with sequence similarity among these proteins being less than 25%. Proteins longer than 700 amino acid residues were excluded from all datasets.

Additionally, three independent test datasets (SL250, Mobi9414, and DisProt228) were obtained for fair comparison against other methods. These datasets were subsets from established sets, with long proteins and homologous proteins in the training dataset removed. The DisProt228 dataset consists of newly-annotated proteins deposited in the DisProt database v7.0. The Mobi9414 dataset contains direct labels from the DisProt database and inferred labels from the PDB, with predicted labels and conflicting labels omitted for performance analysis. A reduced subset of Mobi9414, called Mobi4730, was created for independent testing by clustering against the largest disorder training dataset for NetSurfP-2.0 at a sequence similarity of 25%.

The datasets are not explicitly stated to be released in a public forum. However, the sources from which the datasets were obtained, such as the Protein Data Bank (PDB) and Database of Protein Disorder (DisProt), are publicly accessible. The specific splits and preprocessing steps applied to these datasets, such as removing proteins longer than 700 amino acid residues and ensuring sequence similarity is less than 25%, are detailed in the publication. This information allows for reproducibility of the datasets used in the experiments."	B_Better		2026-02-10T10:21:02.968317
PMC7212484	optimization/algorithm	The neural network topology employed in SPOT-Disorder2 consists of various models sequentially combining IncReSeNet, LSTM, and fully-connected (FC) topographical segments.	"The optimization algorithm employed in our work is the Adam optimizer, a method for stochastic optimization. This algorithm is not new and has been widely used in the machine learning community. It was introduced in a paper published in 2014 and has since become a standard choice for training deep learning models due to its efficiency and effectiveness.

The Adam optimizer was not published in a machine-learning journal but rather in the arXiv repository, which is a popular preprint server for research papers in various fields, including machine learning. The decision to publish in arXiv is common in the machine learning community, as it allows for rapid dissemination of research findings and facilitates feedback from the community before formal publication in a journal.

The Adam optimizer is a member of the class of adaptive learning rate methods. It combines the advantages of two other extensions of stochastic gradient descent. Specifically, Adam computes adaptive learning rates for each parameter. In addition to storing an exponentially decaying average of past squared gradients, Adam also keeps an exponentially decaying average of past gradients, similar to momentum.

The implementation of the Adam optimizer used in our work is from TensorFlow, a popular open-source machine learning framework. TensorFlow provides a robust and efficient implementation of the Adam optimizer, making it a suitable choice for our deep learning models. The use of TensorFlow ensures that our models can be trained efficiently on modern hardware, including GPUs, which are essential for handling the computational demands of deep learning."	Tie_Low		2026-02-10T10:21:57.713368
PMC7212484	optimization/meta	They utilized the predicted structural properties from SPOT-1D. The features from SPOT-1D consist of 11 secondary structure probabilities (both three- and eight-state predicted secondary structure elements), 4 sine and 4 cosine θ, τ, φ, and ψ backbone angles, 1 relative solvent-accessible surface area (ASA), 1 contact number (CN), and 2 half-sphere exposure (HSE) values based on the carbon-α atoms.	"The model SPOT-Disorder2 is indeed a meta-predictor, leveraging an ensemble of different neural network architectures to enhance prediction accuracy. The ensemble includes IncReSeNet, LSTM, and fully connected (FC) network topologies. This approach differs from the previous version, SPOT-Disorder, which relied solely on a single LSTM topology.

The use of an ensemble is designed to improve robustness and performance across various datasets. For instance, the MCC values show significant improvements across multiple test sets, such as Test1185, SL250, Mobi9414, and DisProt228, indicating the effectiveness of combining multiple models.

Regarding the independence of training data, the datasets used for training, validation, and testing were carefully curated to ensure minimal overlap. Proteins with sequence similarity greater than 25% were removed to maintain independence. Additionally, specific subsets like Mobi4730 were created by clustering against the largest disorder training dataset for NetSurfP-2.0 at a 25% sequence similarity cutoff, further ensuring that the training data for different methods remained independent.

The features used in SPOT-Disorder2 are derived from various sources, including PSI-BLAST (PSSM), HHblits, and SPOT-1D. Each feature group contributes differently to the model's performance. For example, PSSM features are crucial for maximizing AUC metrics, while SPOT-1D features are essential for enhancing single-threshold metrics like MCC and Sw. HHblits, however, does not significantly contribute to the model's performance, likely because its profile is already incorporated through SPOT-1D.

The combination of LSTM and IncReSeNet layers adds significant performance gains to the ensemble, particularly in terms of AUCPR and MCC. This indicates that the ensemble approach not only improves overall accuracy but also enhances the model's ability to handle class imbalances and provide more reliable predictions."	B_Better		2026-02-10T10:22:16.922077
PMC7212484	optimization/encoding		"The data encoding for the machine-learning algorithm involved several steps to ensure that the input features were standardized and suitable for training. The input features for each protein residue were concatenated to form a total of 73 features. These features included evolutionary content such as the position-specific substitution matrix (PSSM) profile from PSI-BLAST and the hidden Markov model (HMM) profile from HHblits. The PSSM profile was generated using three iterations of PSI-BLAST against the UniRef90 sequence database, resulting in 20 substitution values for each amino acid residue type. The HMM profile consisted of 30 values generated using HHblits with the UniProt sequence profile database.

Additionally, features from SPOT-1D were included, which comprised 11 secondary structure probabilities, 4 sine and 4 cosine values for backbone angles, 1 relative solvent-accessible surface area (ASA), 1 contact number (CN), and 2 half-sphere exposure (HSE) values based on the carbon-alpha atoms.

Before being input into the network, the features of each residue were standardized to have zero mean and unit variance. This standardization was performed using the means and standard deviations of the training data. This preprocessing step is crucial for ensuring that the features are on a comparable scale, which helps in improving the convergence and performance of the machine-learning models."	B_Better		2026-02-10T10:22:32.923046
PMC7212484	optimization/parameters	A large corpus of models with varying hyperparameters are trained and their performance is analyzed on a validation set. These hyperparameters are swept through in a grid search and include the layout of the network, the number of nodes in each layer (one parameter each for LSTM, IncReSeNet, and FC layers), and the number of layers for each layer type. The five top-performing models with hyperparameters are chosen from this validation period and used in the final ensemble for SPOT-Disorder2.	"In our model, the number of parameters, p, varies depending on the specific configuration of the network. The model incorporates several types of layers, including IncReSeNet blocks, LSTM layers, and fully connected (FC) layers, each with its own set of parameters.

The IncReSeNet blocks consist of residual connections, convolution paths, and Squeeze-and-Excitation segments. The convolution operations use 1D kernels with sizes denoted as K, except for the first convolution in each branch, which has a kernel size of 1. The depth of the final convolution in these blocks is denoted as N. The Squeeze-and-Excitation segments include two fully connected layers with outputs of N/10 and 1, respectively.

The LSTM layers are bidirectional with a memory cell size denoted as N. Each LSTM block results in N/2 output values. The fully connected layers have sizes denoted as N, and their outputs are activated by a rectified linear unit (ReLU) and regularized by dropout.

The selection of these parameters was done through a grid search during the training process. A large corpus of models with varying hyperparameters was trained, and their performance was analyzed on a validation set. The top-performing models were then chosen for the final ensemble. This approach ensures that the selected parameters contribute to the model's robustness and accuracy."	B_Better		2026-02-10T10:22:45.504635
